LOCA	month	day	crop_trial	trial	type_plant	transect	p_genera	p_species	order	po_fam	po_genera	po_species	Identified	Abundance
Mzamza_Janoubia	5	6	Solanum_melongena	C1	Wild	HT	Silybum	Silybum_marianum	HYMENOPTERA	APIDAE	Eucera	Eucera_obliterata	Yes	1
Mzamza_Janoubia	5	6	Solanum_melongena	C1	Wild	HT	Silybum	Silybum_marianum	HYMENOPTERA	HALICTIDAE	Lasioglossum	Lasioglossum_discum_fertoni	Yes	1
Mzamza_Janoubia	5	6	Solanum_melongena	C1	Wild	HT	Silybum	Silybum_marianum	HYMENOPTERA	HALICTIDAE	Lasioglossum	Lasioglossum_discum_fertoni	Yes	1
Mzamza_Janoubia	5	6	Solanum_melongena	C1	Wild	HT	Silybum	Silybum_marianum	HYMENOPTERA	HALICTIDAE	Lasioglossum	Lasioglossum_discum_fertoni	Yes	1
Mzamza_Janoubia	5	6	Solanum_melongena	C1	Wild	HT	Silybum	Silybum_marianum	HYMENOPTERA	HALICTIDAE	Lasioglossum	Lasioglossum_malachurum	Yes	1
Mzamza_Janoubia	5	6	Solanum_melongena	C1	Wild	HT	Silybum	Silybum_marianum	HYMENOPTERA	HALICTIDAE	Lasioglossum	Lasioglossum_malachurum	Yes	1
Mzamza_Janoubia	5	6	Solanum_melongena	C1	Wild	HT	Silybum	Silybum_marianum	HYMENOPTERA	MEGACHILIDAE	Osmia	Osmia_notata	Yes	1
Mzamza_Janoubia	5	6	Solanum_melongena	C1	Wild	HT	Silybum	Silybum_marianum	HYMENOPTERA	HALICTIDAE	Vestitohalictus	Vestitohalictus_pollinosus_thevestensis	Yes	1
Oueled_Sghir	2	13	Vicia_faba	C1	Crop	T1	Vicia	Vicia_faba	INSECTA	INSECTA	INSECTA	INSECTA	No	1
Oueled_Sghir	2	13	Vicia_faba	C1	Crop	T1	Vicia	Vicia_faba	HYMENOPTERA	ANDRENIDAE	Andrena	Andrena_flavipes	Yes	1
Oueled_Sghir	2	13	Vicia_faba	C1	Crop	T1	Vicia	Vicia_faba	HYMENOPTERA	APIDAE	Anthophora	Anthophora_fulvitarsis	Yes	1
Oueled_Sghir	2	13	Vicia_faba	C1	Crop	T1	Vicia	Vicia_faba	HYMENOPTERA	APIDAE	Eucera	Eucera_nigrilabris	Yes	1
Oueled_Sghir	3	12	Vicia_faba	C1	Crop	T1	Vicia	Vicia_faba	HYMENOPTERA	APIDAE	Melecta	Melecta__sp.	Yes	1
Oueled_Sghir	2	13	Vicia_faba	C1	Crop	T1	Vicia	Vicia_faba	HYMENOPTERA	Wasp	Tiphia	Tiphia__sp.	Yes	1
Oueled_Sghir	2	27	Vicia_faba	C1	Crop	T2	Vicia	Vicia_faba	HYMENOPTERA	APIDAE	Anthophora	Anthophora_fulvitarsis	Yes	1
Oueled_Sghir	2	27	Vicia_faba	C1	Crop	T2	Vicia	Vicia_faba	HYMENOPTERA	APIDAE	Bombus	Bombus_terrestris_africanus	Yes	1
Oueled_Sghir	2	27	Vicia_faba	C1	Crop	T2	Vicia	Vicia_faba	HYMENOPTERA	SCOLIIDAE	Dasyscolia	Dasyscolia_ciliata	Yes	1
Oueled_Sghir	2	27	Vicia_faba	C1	Crop	T2	Vicia	Vicia_faba	HYMENOPTERA	APIDAE	Eucera	Eucera_nigrilabris	Yes	1
Oueled_Sghir	2	13	Vicia_faba	C1	Crop	T3	Vicia	Vicia_faba	HYMENOPTERA	APIDAE	Anthophora	Anthophora_fulvitarsis	Yes	1
Oueled_Sghir	2	27	Vicia_faba	C1	Crop	T3	Vicia	Vicia_faba	HYMENOPTERA	APIDAE	Anthophora	Anthophora_fulvitarsis	Yes	1
Oueled_Sghir	2	27	Vicia_faba	C1	Crop	T3	Vicia	Vicia_faba	HYMENOPTERA	APIDAE	Anthophora	Anthophora_fulvitarsis	Yes	1
Oueled_Sghir	2	27	Vicia_faba	C1	Crop	T3	Vicia	Vicia_faba	HYMENOPTERA	APIDAE	Eucera	Eucera_numida	Yes	1
Oueled_Sghir	5	29	Cucumis_melo	C1	Crop	T3	Cucumis	Cucumis_melo	HYMENOPTERA	HALICTIDAE	Lasioglossum	Lasioglossum_interruptum	Yes	1
Oueled_Sghir	5	29	Cucumis_melo	C1	Crop	T3	Cucumis	Cucumis_melo	HYMENOPTERA	HALICTIDAE	Lasioglossum	Lasioglossum_malachurum	Yes	1
Oueled_Sghir	5	29	Cucumis_melo	C1	Crop	T3	Cucumis	Cucumis_melo	HYMENOPTERA	HALICTIDAE	Nomiapis	Nomiapis_bispinosa_albocincta	Yes	1
Oueled_Sghir	2	13	Vicia_faba	C1	Wild	T4	Sinapis	Sinapis_arvensis	HYMENOPTERA	ANDRENIDAE	Andrena	Andrena__sp.	No	1
Oueled_Sghir	2	13	Vicia_faba	C1	Wild	T4	Sinapis	Sinapis_arvensis	HYMENOPTERA	ANDRENIDAE	Andrena	Andrena__sp.	No	1
Oueled_Sghir	4	8	Vicia_faba	C1	Wild	T4	Carduus	Carduus_pycnocephalus	HYMENOPTERA	APIDAE	Eucera	Eucera__sp.	No	1
Mzamza_Janoubia	5	6	Solanum_melongena	C1	Wild	T4	Silybum	Silybum_marianum	HYMENOPTERA	APIDAE	Eucera	Eucera__sp.	No	1
Oueled_Sghir	2	13	Vicia_faba	C1	Wild	T4	Sinapis	Sinapis_arvensis	HYMENOPTERA	APIDAE	Eucera	Eucera__sp.	No	1
Oueled_Sghir	2	27	Vicia_faba	C1	Wild	T4	Papaver	Papaver_rhoeas	INSECTA	INSECTA	INSECTA	INSECTA	No	1
Oueled_Sghir	2	13	Vicia_faba	C1	Wild	T4	Sinapis	Sinapis_arvensis	INSECTA	INSECTA	INSECTA	INSECTA	No	1
Oueled_Sghir	2	13	Vicia_faba	C1	Wild	T4	Sinapis	Sinapis_arvensis	INSECTA	INSECTA	INSECTA	INSECTA	No	1
Oueled_Sghir	4	8	Vicia_faba	C1	Wild	T4	Carduus	Carduus_pycnocephalus	HYMENOPTERA	SCOLIIDAE	SCOLIOIDEA	SCOLIOIDEA_SCOLIIDAE	No	1
Mzamza_Janoubia	5	31	Solanum_melongena	C1	Wild	T4	Allium	Allium_cepa	HYMENOPTERA	APIDAE	Amegilla	Amegilla_quadrifasciata	Yes	1
Oueled_Sghir	5	29	Cucumis_melo	C1	Wild	T4	Centaurea	Centaurea_calcitrapa	HYMENOPTERA	MEGACHILIDAE	Megachile	Megachile__sp.	Yes	1
Mzamza_Janoubia	5	31	Solanum_melongena	C1	Wild	T4	Allium	Allium_cepa	HYMENOPTERA	ANDRENIDAE	Andrena	Andrena_albopunctata	Yes	1
Mzamza_Janoubia	5	31	Solanum_melongena	C1	Wild	T4	Allium	Allium_cepa	HYMENOPTERA	ANDRENIDAE	Andrena	Andrena_albopunctata	Yes	1
Oueled_Sghir	2	13	Vicia_faba	C1	Wild	T4	Sinapis	Sinapis_arvensis	HYMENOPTERA	ANDRENIDAE	Andrena	Andrena_exigua	Yes	1
Oueled_Sghir	5	24	Cucumis_melo	C1	Wild	T4	Scolymus	Scolymus_hispanicus	HYMENOPTERA	ANDRENIDAE	Andrena	Andrena_flavipes	Yes	1
Oueled_Sghir	2	13	Vicia_faba	C1	Wild	T4	Sinapis	Sinapis_arvensis	HYMENOPTERA	ANDRENIDAE	Andrena	Andrena_flavipes	Yes	1
Oueled_Sghir	4	8	Vicia_faba	C1	Wild	T4	Carduus	Carduus_pycnocephalus	HYMENOPTERA	ANDRENIDAE	Andrena	Andrena_labialis	Yes	1
Mzamza_Janoubia	5	31	Solanum_melongena	C1	Wild	T4	Cichorium	Cichorium_intybus	HYMENOPTERA	ANDRENIDAE	Andrena	Andrena_labialis	Yes	1
Mzamza_Janoubia	5	31	Solanum_melongena	C1	Wild	T4	Cichorium	Cichorium_intybus	HYMENOPTERA	ANDRENIDAE	Andrena	Andrena_labialis	Yes	1
Oueled_Sghir	5	29	Cucumis_melo	C1	Wild	T4	Scolymus	Scolymus_hispanicus	HYMENOPTERA	ANDRENIDAE	Andrena	Andrena_labialis	Yes	1
Oueled_Sghir	5	24	Cucumis_melo	C1	Wild	T4	Scolymus	Scolymus_hispanicus	HYMENOPTERA	ANDRENIDAE	Andrena	Andrena_labialis	Yes	1
Oueled_Sghir	5	24	Cucumis_melo	C1	Wild	T4	Scolymus	Scolymus_hispanicus	HYMENOPTERA	ANDRENIDAE	Andrena	Andrena_labialis	Yes	1
Mzamza_Janoubia	5	6	Solanum_melongena	C1	Wild	T4	Silybum	Silybum_marianum	HYMENOPTERA	ANDRENIDAE	Andrena	Andrena_labialis	Yes	1
Mzamza_Janoubia	5	6	Solanum_melongena	C1	Wild	T4	Silybum	Silybum_marianum	HYMENOPTERA	ANDRENIDAE	Andrena	Andrena_labialis	Yes	1
Oueled_Sghir	2	13	Vicia_faba	C1	Wild	T4	Sinapis	Sinapis_arvensis	HYMENOPTERA	ANDRENIDAE	Andrena	Andrena_verticalis	Yes	1
Oueled_Sghir	2	13	Vicia_faba	C1	Wild	T4	Sinapis	Sinapis_arvensis	HYMENOPTERA	ANDRENIDAE	Andrena	Andrena_verticalis	Yes	1
Oueled_Sghir	2	13	Vicia_faba	C1	Wild	T4	Sinapis	Sinapis_arvensis	HYMENOPTERA	ANDRENIDAE	Andrena	Andrena_verticalis	Yes	1
Oueled_Sghir	5	29	Cucumis_melo	C1	Wild	T4	Centaurea	Centaurea_calcitrapa	HYMENOPTERA	APIDAE	Anthophora	Anthophora_(Heliophila)_sp2	Yes	1
Oueled_Sghir	5	29	Cucumis_melo	C1	Wild	T4	Scolymus	Scolymus_hispanicus	HYMENOPTERA	APIDAE	Anthophora	Anthophora_(Heliophila)_sp2	Yes	1
Oueled_Sghir	2	13	Vicia_faba	C1	Wild	T4	Sinapis	Sinapis_arvensis	HYMENOPTERA	APIDAE	Anthophora	Anthophora_fulvitarsis	Yes	1
Mzamza_Janoubia	5	31	Solanum_melongena	C1	Wild	T4	Allium	Allium_cepa	HYMENOPTERA	APIDAE	Apis	Apis_mellifera	Yes	1
Mzamza_Janoubia	5	6	Solanum_melongena	C1	Wild	T4	Silybum	Silybum_marianum	HYMENOPTERA	APIDAE	Bombus	Bombus_terrestris_africanus	Yes	1
Oueled_Sghir	4	8	Vicia_faba	C1	Wild	T4	Carduus	Carduus_pycnocephalus	HYMENOPTERA	SCOLIIDAE	Dasyscolia	Dasyscolia_ciliata	Yes	1
Oueled_Sghir	5	29	Cucumis_melo	C1	Wild	T4	Scolymus	Scolymus_hispanicus	HYMENOPTERA	APIDAE	Eucera	Eucera_elongatula	Yes	1
Oueled_Sghir	5	24	Cucumis_melo	C1	Wild	T4	Scolymus	Scolymus_hispanicus	HYMENOPTERA	APIDAE	Eucera	Eucera_elongatula	Yes	1
Oueled_Sghir	5	24	Cucumis_melo	C1	Wild	T4	Scolymus	Scolymus_hispanicus	HYMENOPTERA	APIDAE	Eucera	Eucera_eucnemidea	Yes	1
Mzamza_Janoubia	5	6	Solanum_melongena	C1	Wild	T4	Silybum	Silybum_marianum	HYMENOPTERA	APIDAE	Eucera	Eucera_hispana	Yes	1
Oueled_Sghir	2	13	Vicia_faba	C1	Wild	T4	Sinapis	Sinapis_arvensis	HYMENOPTERA	APIDAE	Eucera	Eucera_nigrilabris	Yes	1
Oueled_Sghir	2	13	Vicia_faba	C1	Wild	T4	Sinapis	Sinapis_arvensis	HYMENOPTERA	APIDAE	Eucera	Eucera_nigrilabris	Yes	1
Oueled_Sghir	4	8	Vicia_faba	C1	Wild	T4	Carduus	Carduus_pycnocephalus	HYMENOPTERA	APIDAE	Eucera	Eucera_numida	Yes	1
Oueled_Sghir	2	13	Vicia_faba	C1	Wild	T4	Sinapis	Sinapis_arvensis	HYMENOPTERA	APIDAE	Eucera	Eucera_numida	Yes	1
Oueled_Sghir	2	13	Vicia_faba	C1	Wild	T4	Sinapis	Sinapis_arvensis	HYMENOPTERA	APIDAE	Eucera	Eucera_numida	Yes	1
Mzamza_Janoubia	5	6	Solanum_melongena	C1	Wild	T4	Silybum	Silybum_marianum	HYMENOPTERA	APIDAE	Eucera	Eucera_obliterata	Yes	1
Mzamza_Janoubia	5	6	Solanum_melongena	C1	Wild	T4	Silybum	Silybum_marianum	HYMENOPTERA	APIDAE	Eucera	Eucera_oraniensis	Yes	1
Oueled_Sghir	5	29	Cucumis_melo	C1	Wild	T4	Scolymus	Scolymus_hispanicus	HYMENOPTERA	HALICTIDAE	Halictus	Halictus_fulvipes	Yes	1
Oueled_Sghir	2	13	Vicia_faba	C1	Wild	T4	Sinapis	Sinapis_arvensis	HYMENOPTERA	COLLETIDAE	Hylaeus	Hylaeus_taeniolatus	Yes	1
Oueled_Sghir	5	29	Cucumis_melo	C1	Wild	T4	Scolymus	Scolymus_hispanicus	HYMENOPTERA	HALICTIDAE	Lasioglossum	Lasioglossum_interruptum	Yes	1
Oueled_Sghir	5	29	Cucumis_melo	C1	Wild	T4	Scolymus	Scolymus_hispanicus	HYMENOPTERA	HALICTIDAE	Lasioglossum	Lasioglossum_interruptum	Yes	1
Mzamza_Janoubia	5	31	Solanum_melongena	C1	Wild	T4	Cichorium	Cichorium_intybus	HYMENOPTERA	HALICTIDAE	Lasioglossum	Lasioglossum_malachurum	Yes	1
Mzamza_Janoubia	5	31	Solanum_melongena	C1	Wild	T4	Cichorium	Cichorium_intybus	HYMENOPTERA	HALICTIDAE	Lasioglossum	Lasioglossum_malachurum	Yes	1
Oueled_Sghir	5	24	Cucumis_melo	C1	Wild	T4	Scolymus	Scolymus_hispanicus	HYMENOPTERA	HALICTIDAE	Lasioglossum	Lasioglossum_malachurum	Yes	1
Mzamza_Janoubia	5	31	Solanum_melongena	C1	Wild	T4	Scolymus	Scolymus_hispanicus	HYMENOPTERA	HALICTIDAE	Lasioglossum	Lasioglossum_malachurum	Yes	1
Mzamza_Janoubia	5	31	Solanum_melongena	C1	Wild	T4	Scolymus	Scolymus_hispanicus	HYMENOPTERA	HALICTIDAE	Lasioglossum	Lasioglossum_malachurum	Yes	1
Mzamza_Janoubia	5	31	Solanum_melongena	C1	Wild	T4	Allium	Allium_cepa	HYMENOPTERA	HALICTIDAE	Lasioglossum	Lasioglossum_subhirtum	Yes	1
Mzamza_Janoubia	5	31	Solanum_melongena	C1	Wild	T4	Scolymus	Scolymus_hispanicus	HYMENOPTERA	HALICTIDAE	Lasioglossum	Lasioglossum_subhirtum	Yes	1
Mzamza_Janoubia	5	6	Solanum_melongena	C1	Wild	T4	Silybum	Silybum_marianum	HYMENOPTERA	HALICTIDAE	Lasioglossum	Lasioglossum_subhirtum	Yes	1
Oueled_Sghir	2	27	Vicia_faba	C1	Wild	T4	Papaver	Papaver_rhoeas	HYMENOPTERA	APIDAE	Nomada	Nomada_agrestis	Yes	1
Oueled_Sghir	5	24	Cucumis_melo	C1	Wild	T4	Scolymus	Scolymus_hispanicus	HYMENOPTERA	MEGACHILIDAE	Osmia	Osmia_latreillei	Yes	1
Mzamza_Janoubia	5	6	Solanum_melongena	C1	Wild	T4	Silybum	Silybum_marianum	HYMENOPTERA	MEGACHILIDAE	Osmia	Osmia_notata	Yes	1
Oueled_Sghir	5	29	Cucumis_melo	C1	Wild	T4	Centaurea	Centaurea_calcitrapa	HYMENOPTERA	HALICTIDAE	Seladonia	Seladonia_gemmea	Yes	1
Oueled_Sghir	2	27	Vicia_faba	C2	Crop	T1	Vicia	Vicia_faba	HYMENOPTERA	APIDAE	Anthophora	Anthophora_fulvitarsis	Yes	1
Oueled_Sghir	2	27	Vicia_faba	C2	Crop	T1	Vicia	Vicia_faba	HYMENOPTERA	APIDAE	Anthophora	Anthophora_fulvitarsis	Yes	1
Oueled_Sghir	2	27	Vicia_faba	C2	Crop	T1	Vicia	Vicia_faba	HYMENOPTERA	APIDAE	Eucera	Eucera_numida	Yes	1
Oueled_Sghir	2	14	Vicia_faba	C2	Crop	T1	Vicia	Vicia_faba	HYMENOPTERA	Wasp	Tiphia	Tiphia__sp.	Yes	1
Oueled_Sghir	2	27	Vicia_faba	C2	Crop	T2	Vicia	Vicia_faba	HYMENOPTERA	APIDAE	Anthophora	Anthophora_fulvitarsis	Yes	1
Oueled_Sghir	2	27	Vicia_faba	C2	Crop	T2	Vicia	Vicia_faba	HYMENOPTERA	APIDAE	Anthophora	Anthophora_fulvitarsis	Yes	1
Oueled_Sghir	2	27	Vicia_faba	C2	Crop	T2	Vicia	Vicia_faba	HYMENOPTERA	APIDAE	Eucera	Eucera_numida	Yes	1
Toualet	5	24	Cucumis_melo	C2	Crop	T3	Cucumis	Cucumis_melo	HYMENOPTERA	Ceratina	Ceratina	Ceratina	Yes	1
Toualet	5	24	Cucumis_melo	C2	Crop	T3	Cucumis	Cucumis_melo	HYMENOPTERA	HALICTIDAE	Lasioglossum	Lasioglossum_algericolellum	Yes	1
Oueled_Sghir	2	14	Vicia_faba	C2	Wild	T4	Sinapis	Sinapis_arvensis	HYMENOPTERA	ANDRENIDAE	Andrena	Andrena__sp.	No	1
Oueled_Sghir	2	14	Vicia_faba	C2	Wild	T4	Sinapis	Sinapis_arvensis	HYMENOPTERA	ANDRENIDAE	Andrena	Andrena__sp.	No	1
Oueled_Sghir	2	14	Vicia_faba	C2	Wild	T4	Sinapis	Sinapis_arvensis	HYMENOPTERA	ANDRENIDAE	Andrena	Andrena__sp.	No	1
Oueled_Sghir	2	14	Vicia_faba	C2	Wild	T4	Sinapis	Sinapis_arvensis	HYMENOPTERA	ANDRENIDAE	Andrena	Andrena__sp.	No	1
Oueled_Sghir	2	14	Vicia_faba	C2	Wild	T4	Sinapis	Sinapis_arvensis	HYMENOPTERA	ANDRENIDAE	Andrena	Andrena__sp.	No	1
Oueled_Sghir	2	14	Vicia_faba	C2	Wild	T4	Sinapis	Sinapis_arvensis	HYMENOPTERA	ANDRENIDAE	Andrena	Andrena__sp.	No	1
Oueled_Sghir	2	14	Vicia_faba	C2	Wild	T4	Sinapis	Sinapis_arvensis	HYMENOPTERA	ANDRENIDAE	Andrena	Andrena__sp.	No	1
Oueled_Sghir	2	14	Vicia_faba	C2	Wild	T4	Sinapis	Sinapis_arvensis	INSECTA	INSECTA	INSECTA	INSECTA	No	1
Oueled_Sghir	2	14	Vicia_faba	C2	Wild	T4	Sinapis	Sinapis_arvensis	INSECTA	INSECTA	INSECTA	INSECTA	No	1
Oueled_Sghir	2	27	Vicia_faba	C2	Wild	T4	Sinapis	Sinapis_arvensis	INSECTA	INSECTA	INSECTA	INSECTA	No	1
Oueled_Sghir	6	1	Solanum_melongena	C2	Wild	T4	Cynara	Cynara_scolymus	HYMENOPTERA	MEGACHILIDAE	Megachile	Megachile__sp.	Yes	1
Oueled_Sghir	2	14	Vicia_faba	C2	Wild	T4	Sinapis	Sinapis_arvensis	HYMENOPTERA	ANDRENIDAE	Andrena	Andrena_abjecta	Yes	1
Oueled_Sghir	2	14	Vicia_faba	C2	Wild	T4	Sinapis	Sinapis_arvensis	HYMENOPTERA	ANDRENIDAE	Andrena	Andrena_abjecta	Yes	1
Oueled_Sghir	2	14	Vicia_faba	C2	Wild	T4	Sinapis	Sinapis_arvensis	HYMENOPTERA	ANDRENIDAE	Andrena	Andrena_abjecta	Yes	1
Oueled_Sghir	2	14	Vicia_faba	C2	Wild	T4	Sinapis	Sinapis_arvensis	HYMENOPTERA	ANDRENIDAE	Andrena	Andrena_abjecta	Yes	1
Oueled_Sghir	2	14	Vicia_faba	C2	Wild	T4	Sinapis	Sinapis_arvensis	HYMENOPTERA	ANDRENIDAE	Andrena	Andrena_abjecta	Yes	1
Oueled_Sghir	2	14	Vicia_faba	C2	Wild	T4	Sinapis	Sinapis_arvensis	HYMENOPTERA	ANDRENIDAE	Andrena	Andrena_abjecta	Yes	1
Oueled_Sghir	2	27	Vicia_faba	C2	Wild	T4	Sinapis	Sinapis_arvensis	HYMENOPTERA	ANDRENIDAE	Andrena	Andrena_abjecta	Yes	1
Oueled_Sghir	2	14	Vicia_faba	C2	Wild	T4	Sinapis	Sinapis_arvensis	HYMENOPTERA	ANDRENIDAE	Andrena	Andrena_aerinifrons	Yes	1
Oueled_Sghir	2	14	Vicia_faba	C2	Wild	T4	Sinapis	Sinapis_arvensis	HYMENOPTERA	ANDRENIDAE	Andrena	Andrena_flavipes	Yes	1
Oueled_Sghir	2	27	Vicia_faba	C2	Wild	T4	Sinapis	Sinapis_arvensis	HYMENOPTERA	ANDRENIDAE	Andrena	Andrena_flavipes	Yes	1
Oueled_Sghir	2	14	Vicia_faba	C2	Wild	T4	Sinapis	Sinapis_arvensis	HYMENOPTERA	ANDRENIDAE	Andrena	Andrena_impunctata	Yes	1
Oueled_Sghir	2	14	Vicia_faba	C2	Wild	T4	Sinapis	Sinapis_arvensis	HYMENOPTERA	ANDRENIDAE	Andrena	Andrena_impunctata	Yes	1
Oueled_Sghir	6	1	Solanum_melongena	C2	Wild	T4	Cynara	Cynara_scolymus	HYMENOPTERA	ANDRENIDAE	Andrena	Andrena_labialis	Yes	1
Oueled_Sghir	6	1	Solanum_melongena	C2	Wild	T4	Cynara	Cynara_scolymus	HYMENOPTERA	ANDRENIDAE	Andrena	Andrena_labialis	Yes	1
Oueled_Sghir	6	1	Solanum_melongena	C2	Wild	T4	Cynara	Cynara_scolymus	HYMENOPTERA	ANDRENIDAE	Andrena	Andrena_labialis	Yes	1
Oueled_Sghir	6	1	Solanum_melongena	C2	Wild	T4	Cynara	Cynara_scolymus	HYMENOPTERA	ANDRENIDAE	Andrena	Andrena_labialis	Yes	1
Oueled_Sghir	6	1	Solanum_melongena	C2	Wild	T4	Cynara	Cynara_scolymus	HYMENOPTERA	ANDRENIDAE	Andrena	Andrena_labialis	Yes	1
Oueled_Sghir	6	1	Solanum_melongena	C2	Wild	T4	Cynara	Cynara_scolymus	HYMENOPTERA	ANDRENIDAE	Andrena	Andrena_labialis	Yes	1
Oueled_Sghir	6	1	Solanum_melongena	C2	Wild	T4	Cynara	Cynara_scolymus	HYMENOPTERA	ANDRENIDAE	Andrena	Andrena_labialis	Yes	1
Oueled_Sghir	2	14	Vicia_faba	C2	Wild	T4	Sinapis	Sinapis_arvensis	HYMENOPTERA	ANDRENIDAE	Andrena	Andrena_obsoleta	Yes	1
Oueled_Sghir	2	14	Vicia_faba	C2	Wild	T4	Sinapis	Sinapis_arvensis	HYMENOPTERA	ANDRENIDAE	Andrena	Andrena_obsoleta	Yes	1
Oueled_Sghir	2	14	Vicia_faba	C2	Wild	T4	Sinapis	Sinapis_arvensis	HYMENOPTERA	ANDRENIDAE	Andrena	Andrena_purpurascens	Yes	1
Oueled_Sghir	2	14	Vicia_faba	C2	Wild	T4	Sinapis	Sinapis_arvensis	HYMENOPTERA	ANDRENIDAE	Andrena	Andrena_purpurascens	Yes	1
Oueled_Sghir	2	14	Vicia_faba	C2	Wild	T4	Sinapis	Sinapis_arvensis	HYMENOPTERA	ANDRENIDAE	Andrena	Andrena_varia	Yes	1
Oueled_Sghir	2	14	Vicia_faba	C2	Wild	T4	Sinapis	Sinapis_arvensis	HYMENOPTERA	ANDRENIDAE	Andrena	Andrena_varia	Yes	1
Oueled_Sghir	2	14	Vicia_faba	C2	Wild	T4	Sinapis	Sinapis_arvensis	HYMENOPTERA	ANDRENIDAE	Andrena	Andrena_varia	Yes	1
Toualet	5	24	Cucumis_melo	C2	Wild	T4	Cichorium	Cichorium_intybus	HYMENOPTERA	ANDRENIDAE	Andrena	Andrena_verticalis	Yes	1
Oueled_Sghir	2	27	Vicia_faba	C2	Wild	T4	Sinapis	Sinapis_arvensis	HYMENOPTERA	ANDRENIDAE	Andrena	Andrena_verticalis	Yes	1
Oueled_Sghir	2	27	Vicia_faba	C2	Wild	T4	Sinapis	Sinapis_arvensis	HYMENOPTERA	ANDRENIDAE	Andrena	Andrena_verticalis	Yes	1
Oueled_Sghir	5	7	Solanum_melongena	C2	Wild	T4	Scolymus	Scolymus_hispanicus	HYMENOPTERA	APIDAE	Bombus	Bombus_terrestris_africanus	Yes	1
Oueled_Sghir	5	7	Solanum_melongena	C2	Wild	T4	Scolymus	Scolymus_hispanicus	HYMENOPTERA	APIDAE	Bombus	Bombus_terrestris_africanus	Yes	1
Oueled_Sghir	5	7	Solanum_melongena	C2	Wild	T4	Scolymus	Scolymus_hispanicus	HYMENOPTERA	APIDAE	Bombus	Bombus_terrestris_africanus	Yes	1
Oueled_Sghir	5	7	Solanum_melongena	C2	Wild	T4	Scolymus	Scolymus_hispanicus	HYMENOPTERA	APIDAE	Bombus	Bombus_terrestris_africanus	Yes	1
Oueled_Sghir	5	7	Solanum_melongena	C2	Wild	T4	Scolymus	Scolymus_hispanicus	HYMENOPTERA	APIDAE	Bombus	Bombus_terrestris_africanus	Yes	1
Toualet	5	24	Cucumis_melo	C2	Wild	T4	Cichorium	Cichorium_intybus	HYMENOPTERA	ANDRENIDAE	Camptopoeum	Camptopoeum__sp.	Yes	1
Oueled_Sghir	4	8	Vicia_faba	C2	Wild	T4	Scolymus	Scolymus_hispanicus	HYMENOPTERA	APIDAE	Eucera	Eucera_eucnemidea	Yes	1
Oueled_Sghir	4	8	Vicia_faba	C2	Wild	T4	Scolymus	Scolymus_hispanicus	HYMENOPTERA	APIDAE	Eucera	Eucera_eucnemidea	Yes	1
Oueled_Sghir	4	8	Vicia_faba	C2	Wild	T4	Scolymus	Scolymus_hispanicus	HYMENOPTERA	APIDAE	Eucera	Eucera_hispana	Yes	1
Oueled_Sghir	5	7	Solanum_melongena	C2	Wild	T4	Scolymus	Scolymus_hispanicus	HYMENOPTERA	APIDAE	Eucera	Eucera_oraniensis	Yes	1
Oueled_Sghir	5	7	Solanum_melongena	C2	Wild	T4	Scolymus	Scolymus_hispanicus	HYMENOPTERA	APIDAE	Eucera	Eucera_oraniensis	Yes	1
Oueled_Sghir	6	1	Solanum_melongena	C2	Wild	T4	Cynara	Cynara_scolymus	HYMENOPTERA	HALICTIDAE	Halictus	Halictus_fulvipes	Yes	1
Oueled_Sghir	6	1	Solanum_melongena	C2	Wild	T4	Cynara	Cynara_scolymus	HYMENOPTERA	HALICTIDAE	Halictus	Halictus_fulvipes	Yes	1
Toualet	5	24	Cucumis_melo	C2	Wild	T4	Cichorium	Cichorium_intybus	HYMENOPTERA	HALICTIDAE	Lasioglossum	Lasioglossum_algericolellum	Yes	1
Toualet	5	24	Cucumis_melo	C2	Wild	T4	Cichorium	Cichorium_intybus	HYMENOPTERA	HALICTIDAE	Lasioglossum	Lasioglossum_algericolellum	Yes	1
Oueled_Sghir	2	27	Vicia_faba	C2	Wild	T4	Sinapis	Sinapis_arvensis	HYMENOPTERA	HALICTIDAE	Lasioglossum	Lasioglossum_algericolellum	Yes	1
Oueled_Sghir	6	1	Solanum_melongena	C2	Wild	T4	Cynara	Cynara_scolymus	HYMENOPTERA	HALICTIDAE	Lasioglossum	Lasioglossum_discum_fertoni	Yes	1
Oueled_Sghir	6	1	Solanum_melongena	C2	Wild	T4	Cynara	Cynara_scolymus	HYMENOPTERA	HALICTIDAE	Lasioglossum	Lasioglossum_discum_fertoni	Yes	1
Oueled_Sghir	6	1	Solanum_melongena	C2	Wild	T4	Cynara	Cynara_scolymus	HYMENOPTERA	HALICTIDAE	Lasioglossum	Lasioglossum_discum_fertoni	Yes	1
Toualet	5	30	Cucumis_melo	C2	Wild	T4	Cichorium	Cichorium_intybus	HYMENOPTERA	HALICTIDAE	Lasioglossum	Lasioglossum_interruptum	Yes	1
Toualet	5	30	Cucumis_melo	C2	Wild	T4	Cichorium	Cichorium_intybus	HYMENOPTERA	HALICTIDAE	Lasioglossum	Lasioglossum_interruptum	Yes	1
Oueled_Sghir	6	1	Solanum_melongena	C2	Wild	T4	Cynara	Cynara_scolymus	HYMENOPTERA	HALICTIDAE	Lasioglossum	Lasioglossum_interruptum	Yes	1
