LOCA	month	day	crop_trial	trial	type_plant	transect	p_genera	p_species	order	po_fam	po_genera	po_species	Identified	Abundance
Oueled_Sghir	3	11	Vicia_faba	FAP2	MHEP	T3	Coriandrum	Coriandrum_sativum	HYMENOPTERA	ANDRENIDAE	Andrena	Andrena_verticalis	Yes	1
Oueled_Sghir	3	11	Vicia_faba	FAP2	MHEP	T3	Coriandrum	Coriandrum_sativum	HYMENOPTERA	ANDRENIDAE	Andrena	Andrena_verticalis	Yes	1
Oueled_Sghir	4	8	Vicia_faba	FAP2	MHEP	T3	Coriandrum	Coriandrum_sativum	HYMENOPTERA	ANDRENIDAE	Andrena	Andrena_verticalis	Yes	1
Mzamza_Janoubia	5	6	Solanum_melongena	FAP2	MHEP	T3	Coriandrum	Coriandrum_sativum	HYMENOPTERA	ANDRENIDAE	Andrena	Andrena_verticalis	Yes	1
Mzamza_Janoubia	5	6	Solanum_melongena	FAP2	MHEP	T3	Coriandrum	Coriandrum_sativum	HYMENOPTERA	ANDRENIDAE	Andrena	Andrena_verticalis	Yes	1
Mzamza_Janoubia	5	6	Solanum_melongena	FAP2	MHEP	T3	Coriandrum	Coriandrum_sativum	HYMENOPTERA	ANDRENIDAE	Andrena	Andrena_verticalis	Yes	1
Mzamza_Janoubia	5	6	Solanum_melongena	FAP2	MHEP	T3	Coriandrum	Coriandrum_sativum	HYMENOPTERA	ANDRENIDAE	Andrena	Andrena_verticalis	Yes	1
Mzamza_Janoubia	5	6	Solanum_melongena	FAP2	MHEP	T3	Coriandrum	Coriandrum_sativum	HYMENOPTERA	ANDRENIDAE	Andrena	Andrena_verticalis	Yes	1
Mzamza_Janoubia	5	6	Solanum_melongena	FAP2	MHEP	T3	Coriandrum	Coriandrum_sativum	HYMENOPTERA	ANDRENIDAE	Andrena	Andrena_verticalis	Yes	1
Mzamza_Janoubia	5	6	Solanum_melongena	FAP2	MHEP	T3	Coriandrum	Coriandrum_sativum	HYMENOPTERA	ANDRENIDAE	Andrena	Andrena_verticalis	Yes	1
Mzamza_Janoubia	5	6	Solanum_melongena	FAP2	MHEP	T3	Coriandrum	Coriandrum_sativum	HYMENOPTERA	ANDRENIDAE	Andrena	Andrena_verticalis	Yes	1
Mzamza_Janoubia	5	6	Solanum_melongena	FAP2	MHEP	T3	Coriandrum	Coriandrum_sativum	HYMENOPTERA	ANDRENIDAE	Andrena	Andrena_verticalis	Yes	1
Mzamza_Janoubia	5	6	Solanum_melongena	FAP2	MHEP	T3	Coriandrum	Coriandrum_sativum	HYMENOPTERA	ANDRENIDAE	Andrena	Andrena_verticalis	Yes	1
Mzamza_Janoubia	5	6	Solanum_melongena	FAP2	MHEP	T3	Coriandrum	Coriandrum_sativum	HYMENOPTERA	ANDRENIDAE	Andrena	Andrena_verticalis	Yes	1
Mzamza_Janoubia	5	6	Solanum_melongena	FAP2	MHEP	T3	Coriandrum	Coriandrum_sativum	HYMENOPTERA	ANDRENIDAE	Andrena	Andrena_verticalis	Yes	1
Mzamza_Janoubia	5	6	Solanum_melongena	FAP2	MHEP	T3	Coriandrum	Coriandrum_sativum	HYMENOPTERA	ANDRENIDAE	Andrena	Andrena_verticalis	Yes	1
Mzamza_Janoubia	5	6	Solanum_melongena	FAP2	MHEP	T3	Coriandrum	Coriandrum_sativum	HYMENOPTERA	ANDRENIDAE	Andrena	Andrena_verticalis	Yes	1
Mzamza_Janoubia	5	6	Solanum_melongena	FAP2	MHEP	T3	Coriandrum	Coriandrum_sativum	HYMENOPTERA	ANDRENIDAE	Andrena	Andrena_verticalis	Yes	1
Mzamza_Janoubia	5	6	Solanum_melongena	FAP2	MHEP	T3	Coriandrum	Coriandrum_sativum	HYMENOPTERA	ANDRENIDAE	Andrena	Andrena_verticalis	Yes	1
Mzamza_Janoubia	5	6	Solanum_melongena	FAP2	MHEP	T3	Coriandrum	Coriandrum_sativum	HYMENOPTERA	ANDRENIDAE	Andrena	Andrena_verticalis	Yes	1
Mzamza_Janoubia	5	31	Solanum_melongena	FAP2	MHEP	T3	Pimpinella	Pimpinella_anisum	HYMENOPTERA	ANDRENIDAE	Andrena	Andrena_verticalis	Yes	1
Oueled_Sghir	2	13	Vicia_faba	FAP2	MHEP	T3	Linum	Linum_usitatissimum	HYMENOPTERA	APIDAE	Anthophora	Anthophora_calcarata	Yes	1
Mzamza_Janoubia	5	6	Solanum_melongena	FAP2	MHEP	T3	Coriandrum	Coriandrum_sativum	HYMENOPTERA	APIDAE	Apis	Apis_mellifera	Yes	1
Mzamza_Janoubia	5	6	Solanum_melongena	FAP2	MHEP	T3	Coriandrum	Coriandrum_sativum	HYMENOPTERA	APIDAE	Apis	Apis_mellifera	Yes	1
Mzamza_Janoubia	5	6	Solanum_melongena	FAP2	MHEP	T3	Coriandrum	Coriandrum_sativum	HYMENOPTERA	APIDAE	Apis	Apis_mellifera	Yes	1
Mzamza_Janoubia	5	6	Solanum_melongena	FAP2	MHEP	T3	Coriandrum	Coriandrum_sativum	HYMENOPTERA	APIDAE	Apis	Apis_mellifera	Yes	1
Mzamza_Janoubia	5	6	Solanum_melongena	FAP2	MHEP	T3	Coriandrum	Coriandrum_sativum	HYMENOPTERA	APIDAE	Apis	Apis_mellifera	Yes	1
Mzamza_Janoubia	5	6	Solanum_melongena	FAP2	MHEP	T3	Coriandrum	Coriandrum_sativum	HYMENOPTERA	APIDAE	Apis	Apis_mellifera	Yes	1
Mzamza_Janoubia	5	6	Solanum_melongena	FAP2	MHEP	T3	Coriandrum	Coriandrum_sativum	HYMENOPTERA	APIDAE	Apis	Apis_mellifera	Yes	1
Mzamza_Janoubia	5	6	Solanum_melongena	FAP2	MHEP	T3	Coriandrum	Coriandrum_sativum	HYMENOPTERA	APIDAE	Apis	Apis_mellifera	Yes	1
Mzamza_Janoubia	5	6	Solanum_melongena	FAP2	MHEP	T3	Coriandrum	Coriandrum_sativum	HYMENOPTERA	APIDAE	Apis	Apis_mellifera	Yes	1
Mzamza_Janoubia	5	6	Solanum_melongena	FAP2	MHEP	T3	Coriandrum	Coriandrum_sativum	HYMENOPTERA	APIDAE	Apis	Apis_mellifera	Yes	1
Mzamza_Janoubia	5	6	Solanum_melongena	FAP2	MHEP	T3	Coriandrum	Coriandrum_sativum	HYMENOPTERA	APIDAE	Apis	Apis_mellifera	Yes	1
Mzamza_Janoubia	5	6	Solanum_melongena	FAP2	MHEP	T3	Coriandrum	Coriandrum_sativum	HYMENOPTERA	APIDAE	Apis	Apis_mellifera	Yes	1
Mzamza_Janoubia	5	6	Solanum_melongena	FAP2	MHEP	T3	Coriandrum	Coriandrum_sativum	HYMENOPTERA	APIDAE	Apis	Apis_mellifera	Yes	1
Mzamza_Janoubia	5	6	Solanum_melongena	FAP2	MHEP	T3	Coriandrum	Coriandrum_sativum	HYMENOPTERA	APIDAE	Apis	Apis_mellifera	Yes	1
Mzamza_Janoubia	5	6	Solanum_melongena	FAP2	MHEP	T3	Coriandrum	Coriandrum_sativum	HYMENOPTERA	APIDAE	Apis	Apis_mellifera	Yes	1
Mzamza_Janoubia	5	6	Solanum_melongena	FAP2	MHEP	T3	Coriandrum	Coriandrum_sativum	HYMENOPTERA	APIDAE	Apis	Apis_mellifera	Yes	1
Mzamza_Janoubia	5	6	Solanum_melongena	FAP2	MHEP	T3	Coriandrum	Coriandrum_sativum	HYMENOPTERA	APIDAE	Apis	Apis_mellifera	Yes	1
Mzamza_Janoubia	5	6	Solanum_melongena	FAP2	MHEP	T3	Coriandrum	Coriandrum_sativum	HYMENOPTERA	APIDAE	Apis	Apis_mellifera	Yes	1
Mzamza_Janoubia	5	6	Solanum_melongena	FAP2	MHEP	T3	Coriandrum	Coriandrum_sativum	HYMENOPTERA	APIDAE	Apis	Apis_mellifera	Yes	1
Mzamza_Janoubia	5	6	Solanum_melongena	FAP2	MHEP	T3	Coriandrum	Coriandrum_sativum	HYMENOPTERA	APIDAE	Apis	Apis_mellifera	Yes	1
Mzamza_Janoubia	5	6	Solanum_melongena	FAP2	MHEP	T3	Coriandrum	Coriandrum_sativum	HYMENOPTERA	APIDAE	Apis	Apis_mellifera	Yes	1
Mzamza_Janoubia	5	6	Solanum_melongena	FAP2	MHEP	T3	Coriandrum	Coriandrum_sativum	HYMENOPTERA	APIDAE	Apis	Apis_mellifera	Yes	1
Mzamza_Janoubia	5	6	Solanum_melongena	FAP2	MHEP	T3	Coriandrum	Coriandrum_sativum	HYMENOPTERA	APIDAE	Apis	Apis_mellifera	Yes	1
Mzamza_Janoubia	5	6	Solanum_melongena	FAP2	MHEP	T3	Coriandrum	Coriandrum_sativum	HYMENOPTERA	APIDAE	Apis	Apis_mellifera	Yes	1
Oueled_Sghir	3	11	Vicia_faba	FAP2	MHEP	T3	Eruca	Eruca_sativa	HYMENOPTERA	Apidae	Bombus	Bombus_terrestris	Yes	1
Oueled_Sghir	3	11	Vicia_faba	FAP2	MHEP	T3	Brassica	Brassica_napus	HYMENOPTERA	APIDAE	Bombus	Bombus_terrestris_africanus	Yes	1
Mzamza_Janoubia	5	31	Solanum_melongena	FAP2	MHEP	T3	Helianthus	Helianthus_annuus	HYMENOPTERA	APIDAE	Bombus	Bombus_terrestris_africanus	Yes	1
Mzamza_Janoubia	6	13	Solanum_melongena	FAP2	MHEP	T3	Helianthus	Helianthus_annuus	HYMENOPTERA	APIDAE	Bombus	Bombus_terrestris_africanus	Yes	1
Mzamza_Janoubia	5	6	Solanum_melongena	FAP2	MHEP	T3	Coriandrum	Coriandrum_sativum	HYMENOPTERA	SPHECIDAE	Cerceris	Cerceris__sp.	Yes	1
Mzamza_Janoubia	5	6	Solanum_melongena	FAP2	MHEP	T3	Coriandrum	Coriandrum_sativum	HYMENOPTERA	SPHECIDAE	Cerceris	Cerceris__sp.	Yes	1
Mzamza_Janoubia	5	6	Solanum_melongena	FAP2	MHEP	T3	Coriandrum	Coriandrum_sativum	HYMENOPTERA	SPHECIDAE	Cerceris	Cerceris__sp.	Yes	1
Mzamza_Janoubia	5	31	Solanum_melongena	FAP2	MHEP	T3	Pimpinella	Pimpinella_anisum	HYMENOPTERA	SPHECIDAE	Cerceris	Cerceris__sp.	Yes	1
Mzamza_Janoubia	5	31	Solanum_melongena	FAP2	MHEP	T3	Pimpinella	Pimpinella_anisum	HYMENOPTERA	SPHECIDAE	Cerceris	Cerceris__sp.	Yes	1
Mzamza_Janoubia	5	6	Solanum_melongena	FAP2	MHEP	T3	Coriandrum	Coriandrum_sativum	HYMENOPTERA	CHRYSIDIDAE	CHRYSIDOIDEA	CHRYSIDOIDEA_CHRYSIDIDAE	Yes	1
Mzamza_Janoubia	5	6	Solanum_melongena	FAP2	MHEP	T3	Coriandrum	Coriandrum_sativum	HYMENOPTERA	CHRYSIDIDAE	CHRYSIDOIDEA	CHRYSIDOIDEA_CHRYSIDIDAE	Yes	1
Mzamza_Janoubia	5	31	Solanum_melongena	FAP2	MHEP	T3	Pimpinella	Pimpinella_anisum	HYMENOPTERA	CHRYSIDIDAE	CHRYSIDOIDEA	CHRYSIDOIDEA_CHRYSIDIDAE	Yes	1
Oueled_Sghir	3	11	Vicia_faba	FAP2	MHEP	T3	Linum	Linum_usitatissimum	HYMENOPTERA	MELITTIDAE	Dasypoda	Dasypoda_visnaga	Yes	1
Oueled_Sghir	2	26	Vicia_faba	FAP2	MHEP	T3	Linum	Linum_usitatissimum	HYMENOPTERA	SCOLIIDAE	Dasyscolia	Dasyscolia_ciliata	Yes	1
Oueled_Sghir	2	26	Vicia_faba	FAP2	MHEP	T3	Linum	Linum_usitatissimum	HYMENOPTERA	SCOLIIDAE	Dasyscolia	Dasyscolia_ciliata	Yes	1
Oueled_Sghir	3	11	Vicia_faba	FAP2	MHEP	T3	Linum	Linum_usitatissimum	HYMENOPTERA	SCOLIIDAE	Dasyscolia	Dasyscolia_ciliata	Yes	1
Oueled_Sghir	3	11	Vicia_faba	FAP2	MHEP	T3	Linum	Linum_usitatissimum	HYMENOPTERA	SCOLIIDAE	Dasyscolia	Dasyscolia_ciliata	Yes	1
Oueled_Sghir	3	11	Vicia_faba	FAP2	MHEP	T3	Linum	Linum_usitatissimum	HYMENOPTERA	SCOLIIDAE	Dasyscolia	Dasyscolia_ciliata	Yes	1
Oueled_Sghir	3	11	Vicia_faba	FAP2	MHEP	T3	Linum	Linum_usitatissimum	HYMENOPTERA	SCOLIIDAE	Dasyscolia	Dasyscolia_ciliata	Yes	1
Oueled_Sghir	3	11	Vicia_faba	FAP2	MHEP	T3	Brassica	Brassica_napus	HYMENOPTERA	SCOLIIDAE	Dasyscolia	Dasyscolia_ciliata	Yes	1
Oueled_Sghir	3	11	Vicia_faba	FAP2	MHEP	T3	Eruca	Eruca_sativa	DIPTERA	SYRPHIDAE	DIPTERA	DIPTERA_SYRPHIDAE	Yes	1
Oueled_Sghir	3	11	Vicia_faba	FAP2	MHEP	T3	Eruca	Eruca_sativa	DIPTERA	SYRPHIDAE	DIPTERA	DIPTERA_SYRPHIDAE	Yes	1
Oueled_Sghir	3	11	Vicia_faba	FAP2	MHEP	T3	Eruca	Eruca_sativa	DIPTERA	SYRPHIDAE	DIPTERA	DIPTERA_SYRPHIDAE	Yes	1
Mzamza_Janoubia	5	6	Solanum_melongena	FAP2	MHEP	T3	Coriandrum	Coriandrum_sativum	DIPTERA	SYRPHIDAE	DIPTERA	DIPTERA_SYRPHIDAE	Yes	1
Mzamza_Janoubia	5	6	Solanum_melongena	FAP2	MHEP	T3	Coriandrum	Coriandrum_sativum	DIPTERA	SYRPHIDAE	DIPTERA	DIPTERA_SYRPHIDAE	Yes	1
Mzamza_Janoubia	5	6	Solanum_melongena	FAP2	MHEP	T3	Coriandrum	Coriandrum_sativum	DIPTERA	SYRPHIDAE	DIPTERA	DIPTERA_SYRPHIDAE	Yes	1
Mzamza_Janoubia	5	6	Solanum_melongena	FAP2	MHEP	T3	Coriandrum	Coriandrum_sativum	DIPTERA	SYRPHIDAE	DIPTERA	DIPTERA_SYRPHIDAE	Yes	1
Mzamza_Janoubia	5	6	Solanum_melongena	FAP2	MHEP	T3	Coriandrum	Coriandrum_sativum	DIPTERA	SYRPHIDAE	DIPTERA	DIPTERA_SYRPHIDAE	Yes	1
Mzamza_Janoubia	5	6	Solanum_melongena	FAP2	MHEP	T3	Coriandrum	Coriandrum_sativum	DIPTERA	SYRPHIDAE	DIPTERA	DIPTERA_SYRPHIDAE	Yes	1
Mzamza_Janoubia	5	6	Solanum_melongena	FAP2	MHEP	T3	Coriandrum	Coriandrum_sativum	DIPTERA	SYRPHIDAE	DIPTERA	DIPTERA_SYRPHIDAE	Yes	1
Mzamza_Janoubia	5	6	Solanum_melongena	FAP2	MHEP	T3	Coriandrum	Coriandrum_sativum	DIPTERA	SYRPHIDAE	DIPTERA	DIPTERA_SYRPHIDAE	Yes	1
Mzamza_Janoubia	5	6	Solanum_melongena	FAP2	MHEP	T3	Coriandrum	Coriandrum_sativum	DIPTERA	SYRPHIDAE	DIPTERA	DIPTERA_SYRPHIDAE	Yes	1
Mzamza_Janoubia	5	6	Solanum_melongena	FAP2	MHEP	T3	Coriandrum	Coriandrum_sativum	DIPTERA	SYRPHIDAE	DIPTERA	DIPTERA_SYRPHIDAE	Yes	1
Mzamza_Janoubia	5	31	Solanum_melongena	FAP2	MHEP	T3	Pimpinella	Pimpinella_anisum	DIPTERA	SYRPHIDAE	DIPTERA	DIPTERA_SYRPHIDAE	Yes	1
Oueled_Sghir	2	13	Vicia_faba	FAP2	MHEP	T3	Linum	Linum_usitatissimum	HYMENOPTERA	APIDAE	Eucera	Eucera_nigrilabris	Yes	1
Oueled_Sghir	2	26	Vicia_faba	FAP2	MHEP	T3	Eruca	Eruca_sativa	HYMENOPTERA	APIDAE	Eucera	Eucera_nigrilabris	Yes	1
Mzamza_Janoubia	5	6	Solanum_melongena	FAP2	MHEP	T3	Coriandrum	Coriandrum_sativum	HYMENOPTERA	COLLETIDAE	Hylaeus	Hylaeus_absolutus	Yes	1
Mzamza_Janoubia	5	31	Solanum_melongena	FAP2	MHEP	T3	Pimpinella	Pimpinella_anisum	HYMENOPTERA	COLLETIDAE	Hylaeus	Hylaeus_clypearis	Yes	1
Mzamza_Janoubia	5	31	Solanum_melongena	FAP2	MHEP	T3	Pimpinella	Pimpinella_anisum	HYMENOPTERA	COLLETIDAE	Hylaeus	Hylaeus_clypearis	Yes	1
Mzamza_Janoubia	5	31	Solanum_melongena	FAP2	MHEP	T3	Pimpinella	Pimpinella_anisum	HYMENOPTERA	COLLETIDAE	Hylaeus	Hylaeus_cornutus	Yes	1
Mzamza_Janoubia	5	6	Solanum_melongena	FAP2	MHEP	T3	Coriandrum	Coriandrum_sativum	HYMENOPTERA	COLLETIDAE	Hylaeus	Hylaeus_gredleri	Yes	1
Mzamza_Janoubia	5	6	Solanum_melongena	FAP2	MHEP	T3	Coriandrum	Coriandrum_sativum	HYMENOPTERA	COLLETIDAE	Hylaeus	Hylaeus_gredleri	Yes	1
Mzamza_Janoubia	5	31	Solanum_melongena	FAP2	MHEP	T3	Pimpinella	Pimpinella_anisum	HYMENOPTERA	COLLETIDAE	Hylaeus	Hylaeus_gredleri	Yes	1
Mzamza_Janoubia	5	31	Solanum_melongena	FAP2	MHEP	T3	Pimpinella	Pimpinella_anisum	HYMENOPTERA	COLLETIDAE	Hylaeus	Hylaeus_gredleri	Yes	1
Mzamza_Janoubia	5	31	Solanum_melongena	FAP2	MHEP	T3	Pimpinella	Pimpinella_anisum	HYMENOPTERA	COLLETIDAE	Hylaeus	Hylaeus_gredleri	Yes	1
Mzamza_Janoubia	5	31	Solanum_melongena	FAP2	MHEP	T3	Pimpinella	Pimpinella_anisum	HYMENOPTERA	COLLETIDAE	Hylaeus	Hylaeus_gredleri	Yes	1
Mzamza_Janoubia	5	6	Solanum_melongena	FAP2	MHEP	T3	Coriandrum	Coriandrum_sativum	HYMENOPTERA	COLLETIDAE	Hylaeus	Hylaeus_soror	Yes	1
Mzamza_Janoubia	5	6	Solanum_melongena	FAP2	MHEP	T3	Coriandrum	Coriandrum_sativum	HYMENOPTERA	COLLETIDAE	Hylaeus	Hylaeus_soror	Yes	1
Oueled_Sghir	3	11	Vicia_faba	FAP2	MHEP	T3	Brassica	Brassica_napus	HYMENOPTERA	COLLETIDAE	Hylaeus	Hylaeus_taeniolatus	Yes	1
Mzamza_Janoubia	5	31	Solanum_melongena	FAP2	MHEP	T3	Pimpinella	Pimpinella_anisum	HYMENOPTERA	COLLETIDAE	Hylaeus	Hylaeus_taeniolatus	Yes	1
Mzamza_Janoubia	5	31	Solanum_melongena	FAP2	MHEP	T3	Pimpinella	Pimpinella_anisum	HYMENOPTERA	COLLETIDAE	Hylaeus	Hylaeus_taeniolatus	Yes	1
Mzamza_Janoubia	5	31	Solanum_melongena	FAP2	MHEP	T3	Pimpinella	Pimpinella_anisum	HYMENOPTERA	COLLETIDAE	Hylaeus	Hylaeus_taeniolatus	Yes	1
Mzamza_Janoubia	5	31	Solanum_melongena	FAP2	MHEP	T3	Pimpinella	Pimpinella_anisum	HYMENOPTERA	COLLETIDAE	Hylaeus	Hylaeus_taeniolatus	Yes	1
Mzamza_Janoubia	5	31	Solanum_melongena	FAP2	MHEP	T3	Pimpinella	Pimpinella_anisum	HYMENOPTERA	COLLETIDAE	Hylaeus	Hylaeus_taeniolatus	Yes	1
Oueled_Sghir	3	11	Vicia_faba	FAP2	MHEP	T3	Brassica	Brassica_napus	HYMENOPTERA	SYMPHYTA	HYMENOPTERA	HYMENOPTERA_SYMPHYTA	Yes	1
Oueled_Sghir	3	11	Vicia_faba	FAP2	MHEP	T3	Coriandrum	Coriandrum_sativum	HYMENOPTERA	HALICTIDAE	Lasioglossum	Lasioglossum_algericolellum	Yes	1
Oueled_Sghir	4	8	Vicia_faba	FAP2	MHEP	T3	Coriandrum	Coriandrum_sativum	HYMENOPTERA	HALICTIDAE	Lasioglossum	Lasioglossum_algericolellum	Yes	1
Oueled_Sghir	4	8	Vicia_faba	FAP2	MHEP	T3	Coriandrum	Coriandrum_sativum	HYMENOPTERA	HALICTIDAE	Lasioglossum	Lasioglossum_algericolellum	Yes	1
Oueled_Sghir	4	8	Vicia_faba	FAP2	MHEP	T3	Coriandrum	Coriandrum_sativum	HYMENOPTERA	HALICTIDAE	Lasioglossum	Lasioglossum_algericolellum	Yes	1
Oueled_Sghir	4	8	Vicia_faba	FAP2	MHEP	T3	Coriandrum	Coriandrum_sativum	HYMENOPTERA	HALICTIDAE	Lasioglossum	Lasioglossum_algericolellum	Yes	1
Oueled_Sghir	4	8	Vicia_faba	FAP2	MHEP	T3	Coriandrum	Coriandrum_sativum	HYMENOPTERA	HALICTIDAE	Lasioglossum	Lasioglossum_algericolellum	Yes	1
Oueled_Sghir	4	8	Vicia_faba	FAP2	MHEP	T3	Coriandrum	Coriandrum_sativum	HYMENOPTERA	HALICTIDAE	Lasioglossum	Lasioglossum_algericolellum	Yes	1
Mzamza_Janoubia	5	6	Solanum_melongena	FAP2	MHEP	T3	Coriandrum	Coriandrum_sativum	HYMENOPTERA	HALICTIDAE	Lasioglossum	Lasioglossum_algericolellum	Yes	1
Mzamza_Janoubia	5	6	Solanum_melongena	FAP2	MHEP	T3	Coriandrum	Coriandrum_sativum	HYMENOPTERA	HALICTIDAE	Lasioglossum	Lasioglossum_algericolellum	Yes	1
Mzamza_Janoubia	5	6	Solanum_melongena	FAP2	MHEP	T3	Coriandrum	Coriandrum_sativum	HYMENOPTERA	HALICTIDAE	Lasioglossum	Lasioglossum_algericolellum	Yes	1
Mzamza_Janoubia	5	6	Solanum_melongena	FAP2	MHEP	T3	Coriandrum	Coriandrum_sativum	HYMENOPTERA	HALICTIDAE	Lasioglossum	Lasioglossum_algericolellum	Yes	1
Mzamza_Janoubia	5	6	Solanum_melongena	FAP2	MHEP	T3	Coriandrum	Coriandrum_sativum	HYMENOPTERA	HALICTIDAE	Lasioglossum	Lasioglossum_algericolellum	Yes	1
Mzamza_Janoubia	5	6	Solanum_melongena	FAP2	MHEP	T3	Coriandrum	Coriandrum_sativum	HYMENOPTERA	HALICTIDAE	Lasioglossum	Lasioglossum_algericolellum	Yes	1
Mzamza_Janoubia	5	31	Solanum_melongena	FAP2	MHEP	T3	Pimpinella	Pimpinella_anisum	HYMENOPTERA	HALICTIDAE	Lasioglossum	Lasioglossum_algericolellum	Yes	1
Mzamza_Janoubia	5	6	Solanum_melongena	FAP2	MHEP	T3	Coriandrum	Coriandrum_sativum	HYMENOPTERA	HALICTIDAE	Lasioglossum	Lasioglossum_glabriusculum	Yes	1
Mzamza_Janoubia	5	6	Solanum_melongena	FAP2	MHEP	T3	Coriandrum	Coriandrum_sativum	HYMENOPTERA	HALICTIDAE	Lasioglossum	Lasioglossum_glabriusculum	Yes	1
Mzamza_Janoubia	5	31	Solanum_melongena	FAP2	MHEP	T3	Pimpinella	Pimpinella_anisum	HYMENOPTERA	HALICTIDAE	Lasioglossum	Lasioglossum_glabriusculum	Yes	1
Mzamza_Janoubia	5	31	Solanum_melongena	FAP2	MHEP	T3	Pimpinella	Pimpinella_anisum	HYMENOPTERA	HALICTIDAE	Lasioglossum	Lasioglossum_glabriusculum	Yes	1
Mzamza_Janoubia	5	31	Solanum_melongena	FAP2	MHEP	T3	Pimpinella	Pimpinella_anisum	HYMENOPTERA	HALICTIDAE	Lasioglossum	Lasioglossum_glabriusculum	Yes	1
Mzamza_Janoubia	5	31	Solanum_melongena	FAP2	MHEP	T3	Pimpinella	Pimpinella_anisum	HYMENOPTERA	HALICTIDAE	Lasioglossum	Lasioglossum_glabriusculum	Yes	1
Mzamza_Janoubia	5	31	Solanum_melongena	FAP2	MHEP	T3	Pimpinella	Pimpinella_anisum	HYMENOPTERA	HALICTIDAE	Lasioglossum	Lasioglossum_glabriusculum	Yes	1
Mzamza_Janoubia	5	31	Solanum_melongena	FAP2	MHEP	T3	Pimpinella	Pimpinella_anisum	HYMENOPTERA	HALICTIDAE	Lasioglossum	Lasioglossum_glabriusculum	Yes	1
Mzamza_Janoubia	5	31	Solanum_melongena	FAP2	MHEP	T3	Pimpinella	Pimpinella_anisum	HYMENOPTERA	HALICTIDAE	Lasioglossum	Lasioglossum_glabriusculum	Yes	1
Mzamza_Janoubia	5	31	Solanum_melongena	FAP2	MHEP	T3	Pimpinella	Pimpinella_anisum	HYMENOPTERA	HALICTIDAE	Lasioglossum	Lasioglossum_glabriusculum	Yes	1
Mzamza_Janoubia	5	31	Solanum_melongena	FAP2	MHEP	T3	Pimpinella	Pimpinella_anisum	HYMENOPTERA	HALICTIDAE	Lasioglossum	Lasioglossum_glabriusculum	Yes	1
Mzamza_Janoubia	5	31	Solanum_melongena	FAP2	MHEP	T3	Pimpinella	Pimpinella_anisum	HYMENOPTERA	HALICTIDAE	Lasioglossum	Lasioglossum_glabriusculum	Yes	1
Mzamza_Janoubia	5	31	Solanum_melongena	FAP2	MHEP	T3	Pimpinella	Pimpinella_anisum	HYMENOPTERA	HALICTIDAE	Lasioglossum	Lasioglossum_glabriusculum	Yes	1
Mzamza_Janoubia	5	31	Solanum_melongena	FAP2	MHEP	T3	Pimpinella	Pimpinella_anisum	HYMENOPTERA	HALICTIDAE	Lasioglossum	Lasioglossum_glabriusculum	Yes	1
Mzamza_Janoubia	5	31	Solanum_melongena	FAP2	MHEP	T3	Pimpinella	Pimpinella_anisum	HYMENOPTERA	HALICTIDAE	Lasioglossum	Lasioglossum_glabriusculum	Yes	1
Mzamza_Janoubia	5	31	Solanum_melongena	FAP2	MHEP	T3	Pimpinella	Pimpinella_anisum	HYMENOPTERA	HALICTIDAE	Lasioglossum	Lasioglossum_glabriusculum	Yes	1
Mzamza_Janoubia	5	31	Solanum_melongena	FAP2	MHEP	T3	Pimpinella	Pimpinella_anisum	HYMENOPTERA	HALICTIDAE	Lasioglossum	Lasioglossum_glabriusculum	Yes	1
Mzamza_Janoubia	5	31	Solanum_melongena	FAP2	MHEP	T3	Pimpinella	Pimpinella_anisum	HYMENOPTERA	HALICTIDAE	Lasioglossum	Lasioglossum_glabriusculum_ultraparvum	Yes	1
Mzamza_Janoubia	5	31	Solanum_melongena	FAP2	MHEP	T3	Pimpinella	Pimpinella_anisum	HYMENOPTERA	HALICTIDAE	Lasioglossum	Lasioglossum_glabriusculum_ultraparvum	Yes	1
Mzamza_Janoubia	5	31	Solanum_melongena	FAP2	MHEP	T3	Pimpinella	Pimpinella_anisum	HYMENOPTERA	HALICTIDAE	Lasioglossum	Lasioglossum_glabriusculum_ultraparvum	Yes	1
Mzamza_Janoubia	5	31	Solanum_melongena	FAP2	MHEP	T3	Pimpinella	Pimpinella_anisum	HYMENOPTERA	HALICTIDAE	Lasioglossum	Lasioglossum_glabriusculum_ultraparvum	Yes	1
Mzamza_Janoubia	5	31	Solanum_melongena	FAP2	MHEP	T3	Pimpinella	Pimpinella_anisum	HYMENOPTERA	HALICTIDAE	Lasioglossum	Lasioglossum_glabriusculum_ultraparvum	Yes	1
Mzamza_Janoubia	5	31	Solanum_melongena	FAP2	MHEP	T3	Pimpinella	Pimpinella_anisum	HYMENOPTERA	HALICTIDAE	Lasioglossum	Lasioglossum_glabriusculum_ultraparvum	Yes	1
Oueled_Sghir	2	26	Vicia_faba	FAP2	MHEP	T3	Eruca	Eruca_sativa	HYMENOPTERA	HALICTIDAE	Lasioglossum	Lasioglossum_interruptum	Yes	1
Oueled_Sghir	4	8	Vicia_faba	FAP2	MHEP	T3	Coriandrum	Coriandrum_sativum	HYMENOPTERA	HALICTIDAE	Lasioglossum	Lasioglossum_interruptum	Yes	1
Mzamza_Janoubia	5	6	Solanum_melongena	FAP2	MHEP	T3	Coriandrum	Coriandrum_sativum	HYMENOPTERA	HALICTIDAE	Lasioglossum	Lasioglossum_interruptum	Yes	1
